0.15811,0.29538,0.29756,0.14986,0.073927,0.025167
0.18509,0.28828,0.28603,0.14917,0.072251,0.019169
0.18775,0.26874,0.27342,0.1626,0.078628,0.02887
0.23836,0.33024,0.25055,0.12113,0.055345,0.0043725
0.18805,0.26809,0.27338,0.16718,0.078288,0.02501
0.16455,0.28552,0.29529,0.15661,0.071348,0.02668
0.17063,0.30494,0.30006,0.1453,0.061269,0.017806
0.16752,0.28821,0.28485,0.15255,0.075968,0.030895
0.16759,0.29869,0.29422,0.14881,0.069964,0.020727
0.212,0.27719,0.26272,0.15335,0.071858,0.022884
0.17878,0.28634,0.28942,0.15561,0.070021,0.019846
0.19438,0.3103,0.28182,0.13974,0.058562,0.01519
0.20161,0.3144,0.27952,0.14135,0.050694,0.01243
0.16454,0.26144,0.28536,0.16336,0.088581,0.036719
0.20616,0.28808,0.26874,0.15003,0.070115,0.016883
0.21411,0.33458,0.2674,0.12229,0.054403,0.0072257
0.16674,0.30195,0.29812,0.14724,0.068337,0.017604
0.23473,0.32611,0.25827,0.1243,0.05152,0.0050735
0.18076,0.30476,0.28152,0.14806,0.070255,0.014658
0.19641,0.28053,0.27304,0.15461,0.071742,0.023665
0.19101,0.29686,0.28088,0.14641,0.068766,0.016071
0.17223,0.2779,0.29067,0.16239,0.077063,0.01975
0.20727,0.28153,0.2653,0.15576,0.071569,0.018577
0.19894,0.32278,0.27277,0.13365,0.059514,0.012344
0.17096,0.2927,0.29943,0.14889,0.06893,0.019079
0.20925,0.3211,0.27093,0.13038,0.057745,0.010582
0.21061,0.3235,0.26888,0.12531,0.063756,0.0079336
0.2066,0.32092,0.26976,0.1308,0.062008,0.0099165
0.16927,0.29399,0.29709,0.15137,0.068835,0.019437
0.19162,0.29201,0.27937,0.14688,0.070178,0.019933
0.16275,0.28495,0.29844,0.1551,0.07139,0.027372
0.17837,0.27921,0.28631,0.16022,0.073067,0.022824
0.19739,0.322,0.28446,0.13013,0.053643,0.012375
0.17917,0.29729,0.28127,0.14713,0.076401,0.018741
0.21531,0.33167,0.26561,0.12574,0.053453,0.0082207
0.19017,0.3301,0.27893,0.13452,0.056459,0.0098137
0.18758,0.30779,0.28236,0.14323,0.065102,0.013937
0.18576,0.30173,0.28356,0.14231,0.070054,0.016578
0.17974,0.30595,0.29305,0.14212,0.067013,0.01214
0.18943,0.29502,0.28536,0.14872,0.063699,0.017775
0.18259,0.28512,0.27568,0.15505,0.081719,0.019841
0.16038,0.28739,0.29562,0.15507,0.079624,0.021904
0.18129,0.27516,0.27832,0.16326,0.077484,0.024486
0.20529,0.29943,0.2701,0.14167,0.066632,0.016879
0.21487,0.30967,0.26639,0.13765,0.06186,0.0095524
0.19602,0.31916,0.27812,0.13395,0.057547,0.015205
0.18351,0.3075,0.29511,0.14124,0.062484,0.010158
0.17428,0.29586,0.2962,0.14877,0.069585,0.015309
0.19114,0.33615,0.2844,0.12779,0.050369,0.010156
0.17906,0.31594,0.29021,0.13977,0.060802,0.014211
0.18186,0.31191,0.29202,0.14096,0.058652,0.014592
0.1661,0.30033,0.29817,0.14635,0.068255,0.020786
0.20266,0.2893,0.27552,0.15452,0.066218,0.011787
0.24641,0.34064,0.24482,0.11731,0.046817,0.003992
0.20317,0.33546,0.24578,0.1366,0.064474,0.014527
0.16995,0.28759,0.29802,0.15122,0.070683,0.022547
0.18083,0.31643,0.29117,0.13957,0.057595,0.014404
0.17673,0.32803,0.2948,0.13137,0.057719,0.011348
0.179,0.30609,0.2859,0.14458,0.068891,0.015545
0.24672,0.3422,0.2416,0.12005,0.0456,0.0038304
0.19265,0.28195,0.29275,0.15501,0.062782,0.014853
0.17341,0.29322,0.29468,0.14953,0.067109,0.022044
0.20259,0.3332,0.27255,0.12851,0.054348,0.0088057
0.20159,0.32253,0.27956,0.13282,0.052391,0.01111
0.21009,0.2818,0.26032,0.14863,0.079595,0.019564
0.1989,0.28906,0.27764,0.15732,0.063877,0.013209
0.22338,0.32846,0.26213,0.12658,0.053261,0.0061858
0.19379,0.31208,0.28491,0.13842,0.05859,0.012208
0.17073,0.2827,0.29689,0.16146,0.068241,0.019977
0.19202,0.30928,0.28524,0.13836,0.059574,0.015524
0.17917,0.30906,0.29003,0.14149,0.063072,0.017172
0.20652,0.31651,0.27405,0.13405,0.057823,0.011053
0.17419,0.30645,0.29348,0.14024,0.067583,0.018054
0.18777,0.31241,0.29484,0.13993,0.052757,0.012287
0.20533,0.27869,0.27178,0.1569,0.071945,0.015357
0.17894,0.27505,0.28271,0.15834,0.077243,0.027707
0.16656,0.26603,0.29193,0.1636,0.085929,0.025965
0.21862,0.31005,0.265,0.13591,0.054938,0.015486
0.20841,0.31882,0.28042,0.1345,0.04762,0.010227
0.22973,0.33164,0.25602,0.12346,0.058774,0.00037372
0.16427,0.2857,0.31272,0.15751,0.055423,0.024371
0.17197,0.27095,0.28704,0.16577,0.079617,0.024658
0.16443,0.30164,0.27794,0.14985,0.079663,0.026478
0.2237,0.32417,0.2693,0.12969,0.046441,0.0066917
0.18373,0.30736,0.28519,0.14349,0.065313,0.014925
0.20707,0.32396,0.27533,0.13153,0.049656,0.012457
0.21756,0.29795,0.26699,0.14322,0.060917,0.013359
0.20653,0.31375,0.27886,0.13203,0.05559,0.013235
0.18517,0.30706,0.29053,0.13914,0.065212,0.01289
0.17917,0.31556,0.28846,0.139,0.062176,0.015642
0.16565,0.28658,0.30436,0.15202,0.068464,0.02293
0.2258,0.29061,0.26171,0.14274,0.064078,0.015058
0.21053,0.32525,0.27412,0.12861,0.052279,0.0092164
0.18923,0.31472,0.28311,0.13463,0.064594,0.013718
0.21243,0.31613,0.27155,0.13708,0.054655,0.0081542
0.17346,0.30102,0.29527,0.14899,0.063658,0.017602
0.17415,0.28088,0.28389,0.16022,0.078847,0.022013
0.19076,0.31685,0.2842,0.13605,0.060638,0.011504
0.19678,0.31386,0.27855,0.13751,0.060052,0.013249
0.18165,0.27812,0.28151,0.16063,0.071611,0.02648
0.15932,0.29259,0.29784,0.15422,0.074103,0.021934
0.18256,0.31198,0.29002,0.1366,0.064067,0.014774
0.21029,0.29552,0.27135,0.13875,0.069055,0.015038
0.18928,0.31068,0.2878,0.14048,0.059486,0.012273
0.17666,0.29975,0.29191,0.1471,0.063464,0.02112
0.17756,0.30973,0.28942,0.13816,0.066284,0.018837
0.19139,0.31065,0.28114,0.13803,0.067532,0.011263
0.17804,0.31192,0.29666,0.1438,0.054301,0.015276
0.20256,0.29768,0.28133,0.14491,0.059855,0.013663
0.17093,0.28449,0.29289,0.15331,0.073608,0.02476
0.18033,0.2819,0.28594,0.15889,0.067198,0.02574
0.22211,0.3209,0.25797,0.13028,0.062446,0.006288
0.18844,0.28745,0.27836,0.15502,0.075503,0.015222
0.17723,0.30542,0.2953,0.14239,0.067647,0.012
0.17535,0.30644,0.2958,0.14166,0.066388,0.01436
0.17089,0.27771,0.29302,0.15943,0.073871,0.025085
0.18516,0.29106,0.28554,0.15191,0.065663,0.020675
0.17684,0.30142,0.29632,0.14299,0.063268,0.019151
0.18876,0.29783,0.27733,0.14194,0.073658,0.020487
0.19737,0.31339,0.27329,0.13554,0.06353,0.016871
0.22018,0.31138,0.26327,0.1326,0.059293,0.013272
0.15923,0.28973,0.30471,0.14734,0.078406,0.020581
0.18667,0.33345,0.29052,0.13076,0.051467,0.0071391
0.20217,0.31923,0.27521,0.13168,0.060488,0.01122
0.16591,0.29698,0.30572,0.14949,0.065349,0.016553
0.19422,0.31737,0.28624,0.13626,0.05841,0.0075013
0.2002,0.31685,0.28217,0.13657,0.054831,0.0093821
0.18289,0.25453,0.26557,0.17213,0.089653,0.035221
0.18551,0.26863,0.27994,0.15896,0.077725,0.029229
0.18146,0.26561,0.27936,0.16731,0.081215,0.025047
0.21598,0.32123,0.27279,0.12868,0.05109,0.010235
0.22681,0.32513,0.25923,0.12613,0.057617,0.005068
0.16802,0.29258,0.29593,0.14881,0.071838,0.022826
