0.21856,0.14086,0.362,0.17083,0.082593,0.025167
0.24554,0.13376,0.35047,0.17014,0.080917,0.019169
0.2482,0.11422,0.33786,0.18357,0.087294,0.02887
0.29881,0.17572,0.31499,0.1421,0.064011,0.0043725
0.2485,0.11357,0.33782,0.18815,0.086954,0.02501
0.225,0.131,0.35973,0.17758,0.080014,0.02668
0.23108,0.15042,0.3645,0.16627,0.069935,0.017806
0.22797,0.13369,0.34929,0.17352,0.084634,0.030895
0.22804,0.14417,0.35866,0.16978,0.07863,0.020727
0.27245,0.12267,0.32716,0.17432,0.080524,0.022884
0.23923,0.13182,0.35386,0.17658,0.078687,0.019846
0.25483,0.15578,0.34626,0.16071,0.067228,0.01519
0.26206,0.15988,0.34396,0.16232,0.05936,0.01243
0.22499,0.10692,0.3498,0.18433,0.097247,0.036719
0.26661,0.13356,0.33318,0.171,0.078781,0.016883
0.27456,0.18006,0.33184,0.14326,0.063069,0.0072257
0.22719,0.14743,0.36256,0.16821,0.077003,0.017604
0.29518,0.17159,0.32271,0.14527,0.060186,0.0050735
0.24121,0.15024,0.34596,0.16903,0.078921,0.014658
0.25686,0.12601,0.33748,0.17558,0.080408,0.023665
